,0,1,2,3,4,5,6,7,8,9
62,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624,0.4956307113170624
63,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205,0.42463696002960205
64,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048,0.3509269952774048
65,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153,0.27497225999832153
66,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656,0.23630449175834656
67,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747,0.15789729356765747
68,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257,0.11828329414129257
69,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446,0.03855130821466446
70,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482,-0.00143913715146482
71,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103,-0.08134914189577103
72,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495,-0.12114086747169495
73,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739,-0.20007957518100739
74,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745,-0.23910026252269745
75,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685,-0.3159323036670685
76,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614,-0.3536207377910614
77,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911,-0.3907434642314911
78,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485,-0.46305519342422485
79,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423,-0.4981285333633423
80,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429,-0.5658296346664429
81,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139,-0.5983491539955139
82,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803,-0.6899638772010803
83,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123,-0.7183579802513123
84,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919,-0.7716550230979919
85,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661,-0.7964726686477661
86,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532,-0.820016086101532
87,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929,-0.8631318807601929
88,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932,-0.8826351761817932
89,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804,-0.9173768758773804
90,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147,-0.932559609413147
91,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635,-0.9584274888038635
92,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394,-0.9690712690353394
93,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421,-0.9856933355331421
94,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992,-0.9916450381278992
95,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492,-0.9987821578979492
96,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349,-0.9999562501907349
97,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427,-0.993885338306427
98,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519,-0.9886748194694519
99,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715,-0.9735196232795715
100,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346,-0.9635992646217346
101,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843,-0.9391521215438843
102,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883,-0.9246644973754883
103,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532,-0.8912769556045532
104,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777,-0.8724305033683777
105,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416,-0.8521883487701416
106,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414,-0.8076486587524414
107,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839,-0.7834223508834839
108,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874,-0.731250524520874
109,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968,-0.7033885717391968
110,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442,-0.6443350911140442
111,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629,-0.5811600685119629
112,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366,-0.5481523275375366
113,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813,-0.44408565759658813
114,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649,-0.4079006314277649
115,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356,-0.33363181352615356
116,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476,-0.2956668734550476
117,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415,-0.25722891092300415
118,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888,-0.17918060719966888
119,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032,-0.13969512283802032
120,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984,-0.060117244720458984
121,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244,-0.020152151584625244
122,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452,0.05981076508760452
123,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196,0.09968066960573196
124,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472,0.1788785308599472
125,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455,0.2180798053741455
126,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855,0.2953735291957855
127,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427,0.33334237337112427
128,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384,0.40762028098106384
129,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273,0.4438105523586273
130,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124,0.5140042901039124
131,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645,0.5809102058410645
132,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916,0.6129955649375916
133,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346,0.6741745471954346
134,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293,0.7031702995300293
135,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441,0.7577424049377441
136,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131,0.7832314968109131
137,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974,0.8304118514060974
138,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271,0.8520276546478271
139,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579,0.8911377191543579
140,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448,0.9085693955421448
141,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871,0.9390465617179871
142,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261,0.952043354511261
143,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261,0.9734494090080261
