,0,1,2,3,4,5,6,7,8,9
0,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772,0.9999118447303772
1,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218,0.9985811114311218
2,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935,0.9911317229270935
3,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204,0.9850250482559204
4,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378,0.9680964350700378
5,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012,0.9573016166687012
6,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718,0.9311372637748718
7,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562,0.9158096313476562
8,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168,0.8990168571472168
9,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873,0.8611457347869873
10,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401,0.8177662491798401
11,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046,0.7691558599472046
