0,-0.8375553,-0.8375553,-0.8375553,-0.8375553,-0.8375553,-0.8375553,-0.8375553,-0.8375553,-0.8375553,-0.8375553
1,-0.8587336,-0.8587336,-0.8587336,-0.8587336,-0.8587336,-0.8587336,-0.8587336,-0.8587336,-0.8587336,-0.8587336
2,-0.8969372,-0.8969372,-0.8969372,-0.8969372,-0.8969372,-0.8969372,-0.8969372,-0.8969372,-0.8969372,-0.8969372
3,-0.9139013,-0.9139013,-0.9139013,-0.9139013,-0.9139013,-0.9139013,-0.9139013,-0.9139013,-0.9139013,-0.9139013
4,-0.9294034,-0.9294034,-0.9294034,-0.9294034,-0.9294034,-0.9294034,-0.9294034,-0.9294034,-0.9294034,-0.9294034
5,-0.9559247,-0.9559247,-0.9559247,-0.9559247,-0.9559247,-0.9559247,-0.9559247,-0.9559247,-0.9559247,-0.9559247
6,-0.96690136,-0.96690136,-0.96690136,-0.96690136,-0.96690136,-0.96690136,-0.96690136,-0.96690136,-0.96690136,-0.96690136
7,-0.99049264,-0.99049264,-0.99049264,-0.99049264,-0.99049264,-0.99049264,-0.99049264,-0.99049264,-0.99049264,-0.99049264
8,-0.9952015,-0.9952015,-0.9952015,-0.9952015,-0.9952015,-0.9952015,-0.9952015,-0.9952015,-0.9952015,-0.9952015
9,-0.9983183,-0.9983183,-0.9983183,-0.9983183,-0.9983183,-0.9983183,-0.9983183,-0.9983183,-0.9983183,-0.9983183
10,-0.99975806,-0.99975806,-0.99975806,-0.99975806,-0.99975806,-0.99975806,-0.99975806,-0.99975806,-0.99975806,-0.99975806
11,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788
12,-0.9899354,-0.9899354,-0.9899354,-0.9899354,-0.9899354,-0.9899354,-0.9899354,-0.9899354,-0.9899354,-0.9899354
13,-0.98348427,-0.98348427,-0.98348427,-0.98348427,-0.98348427,-0.98348427,-0.98348427,-0.98348427,-0.98348427,-0.98348427
14,-0.97545975,-0.97545975,-0.97545975,-0.97545975,-0.97545975,-0.97545975,-0.97545975,-0.97545975,-0.97545975,-0.97545975
15,-0.95474446,-0.95474446,-0.95474446,-0.95474446,-0.95474446,-0.95474446,-0.95474446,-0.95474446,-0.95474446,-0.95474446
16,-0.9420869,-0.9420869,-0.9420869,-0.9420869,-0.9420869,-0.9420869,-0.9420869,-0.9420869,-0.9420869,-0.9420869
17,-0.91227293,-0.91227293,-0.91227293,-0.91227293,-0.91227293,-0.91227293,-0.91227293,-0.91227293,-0.91227293,-0.91227293
18,-0.8766235,-0.8766235,-0.8766235,-0.8766235,-0.8766235,-0.8766235,-0.8766235,-0.8766235,-0.8766235,-0.8766235
19,-0.85668033,-0.85668033,-0.85668033,-0.85668033,-0.85668033,-0.85668033,-0.85668033,-0.85668033,-0.85668033,-0.85668033
20,-0.8127166,-0.8127166,-0.8127166,-0.8127166,-0.8127166,-0.8127166,-0.8127166,-0.8127166,-0.8127166,-0.8127166
21,-0.7887664,-0.7887664,-0.7887664,-0.7887664,-0.7887664,-0.7887664,-0.7887664,-0.7887664,-0.7887664,-0.7887664
22,-0.7371207,-0.7371207,-0.7371207,-0.7371207,-0.7371207,-0.7371207,-0.7371207,-0.7371207,-0.7371207,-0.7371207
23,-0.7095078,-0.7095078,-0.7095078,-0.7095078,-0.7095078,-0.7095078,-0.7095078,-0.7095078,-0.7095078,-0.7095078
24,-0.6807599,-0.6807599,-0.6807599,-0.6807599,-0.6807599,-0.6807599,-0.6807599,-0.6807599,-0.6807599,-0.6807599
25,-0.6200446,-0.6200446,-0.6200446,-0.6200446,-0.6200446,-0.6200446,-0.6200446,-0.6200446,-0.6200446,-0.6200446
